"","iso3","village","count"
"14346","IDN","Mbokak",1
"14347","IDN","Mbomba",1
"14348","IDN","Mbono",1
"14349","IDN","Mbotulaka",1
"14350","IDN","Mbotutenda",1
"14351","IDN","Mbromsi",1
"14352","IDN","Mbruwandi",1
"14353","IDN","Mbuang-Mbuang",1
"14354","IDN","Mbueain",1
"14355","IDN","Mbuit",1
"14356","IDN","Mbuju",1
"14357","IDN","Mbuliloo",1
"14358","IDN","Mbuliwaralau",1
"14359","IDN","Mbuliwaralau Utara",1
"14360","IDN","Mburukulu",1
"14361","IDN","Mbuwu",1
"14362","IDN","Me Matang Panyang",1
"14363","IDN","Me Merbo",1
"14364","IDN","Me Rayeuk",1
"14365","IDN","Me Teumpeun",1
"14366","IDN","Mebba",1
"14367","IDN","Mebongo",1
"14368","IDN","Mecat Adan",1
"14369","IDN","Medahan",1
"14370","IDN","Medan Estate",1
"14371","IDN","Medan Jaya",2
"14372","IDN","Medan Mas",1
"14373","IDN","Medan Satria",1
"14374","IDN","Medana",1
"14375","IDN","Medang",1
"14376","IDN","Medang Ara",1
"14377","IDN","Medang Baru",1
"14378","IDN","Medankarya",1
"14379","IDN","Medelan",1
"14380","IDN","Medewi",1
"14381","IDN","Medokan Ayu",1
"14382","IDN","Medokan Semampir",1
"14383","IDN","Medono",1
"14384","IDN","Mee",1
"14385","IDN","Mee Adan",1
"14386","IDN","Mee Aron",1
"14387","IDN","Mee Beureuleung",1
"14388","IDN","Mee Hagu",1
"14389","IDN","Mee Krueng Seumiden",1
"14390","IDN","Mee Krukon",1
"14391","IDN","Mee Lampoih Saka",1
"14392","IDN","Mee Pangwa",1
"14393","IDN","Mee Panyang",1
"14394","IDN","Mee Peuduek",1
"14395","IDN","Mee Tanjong Usi",1
"14396","IDN","Mee Tanoh",1
"14397","IDN","Mee Teungoh",1
"14398","IDN","Meeto",1
"14399","IDN","Mega",1
"14400","IDN","Mega Bahari",1
"14401","IDN","Mega Timur",1
"14402","IDN","Megame",1
"14403","IDN","Megasari",1
"14404","IDN","Megati",1
"14405","IDN","Megu Cilik",1
"14406","IDN","Megu Gede",1
"14407","IDN","Megulung",1
"14408","IDN","Mehaga",1
"14409","IDN","Mehona",1
"14410","IDN","Meiforga",1
"14411","IDN","Meinyumfoka",1
"14412","IDN","Meinyumfoku",1
"14413","IDN","Mejasem",1
"14414","IDN","Mejasem Barat",1
"14415","IDN","Mejasem Timur",1
"14416","IDN","Mekar",1
"14417","IDN","Mekar Alam",1
"14418","IDN","Mekar Baru",5
"14419","IDN","Mekar Bhuana",1
"14420","IDN","Mekar Delima",1
"14421","IDN","Mekar Indah",1
"14422","IDN","Mekar Jati",1
"14423","IDN","Mekar Jaya",15
"14424","IDN","Mekar Kencana",1
"14425","IDN","Mekar Kondang",1
"14426","IDN","Mekar Laras",1
"14427","IDN","Mekar Mulio",1
"14428","IDN","Mekar Mulya",1
"14429","IDN","Mekar Pura",1
"14430","IDN","Mekar Sama",1
"14431","IDN","Mekar Sari",20
"14432","IDN","Mekar Utama",1
"14433","IDN","Mekarasih",2
"14434","IDN","Mekargading",1
"14435","IDN","Mekarjaya",5
"14436","IDN","Mekarlaksana",2
"14437","IDN","Mekarmaya",1
"14438","IDN","Mekarmukti",2
"14439","IDN","Mekarpohaci",1
"14440","IDN","Mekarsakti",1
"14441","IDN","Mekarsari",15
"14442","IDN","Mekarwangi",1
"14443","IDN","Mekendetun",1
"14444","IDN","Mekkatta",1
"14445","IDN","Mekkatta Selatan",1
"14446","IDN","Mekong",1
"14447","IDN","Mela Dolok",1
"14448","IDN","Mela I",1
"14449","IDN","Mela II",1
"14450","IDN","Melai",2
"14451","IDN","Melakasari",1
"14452","IDN","Melao",1
"14453","IDN","Melati",1
"14454","IDN","Melati Jaya",1
"14455","IDN","Melati Kebun",1
"14456","IDN","Melati Satu",1
"14457","IDN","Melaya",1
"14458","IDN","Melayu",5
"14459","IDN","Melayu Baru",1
"14460","IDN","Melayu Kota Piring",1
"14461","IDN","Meletumbo",1
"14462","IDN","Meli",1
"14463","IDN","Meliah",1
"14464","IDN","Meliah Selatan",1
"14465","IDN","Melikan",1
"14466","IDN","Meliling",1
"14467","IDN","Melingge",1
"14468","IDN","Melintang",1
"14469","IDN","Melirang",1
"14470","IDN","Melle",1
"14471","IDN","Melonguane",1
"14472","IDN","Melonguane Barat",1
"14473","IDN","Melonguane Timur",1
"14474","IDN","Meluhu",1
"14475","IDN","Meluntur",1
"14476","IDN","Meluwiting",1
"14477","IDN","Meluwiting I",1
"14478","IDN","Meluwur",1
"14479","IDN","Membalong",1
"14480","IDN","Membuke",1
"14481","IDN","Memong",1
"14482","IDN","Mempaya",1
"14483","IDN","Mena",1
"14484","IDN","Menadi",1
"14485","IDN","Menaito / Mubraidiba",1
"14486","IDN","Menala",1
"14487","IDN","Menampu",1
"14488","IDN","Menanga",1
"14489","IDN","Menara Indah",1
"14490","IDN","Menarbu",1
"14491","IDN","Menawi",1
"14492","IDN","Menceh",1
"14493","IDN","Mendaan",1
"14494","IDN","Mendahara Ilir",1
"14495","IDN","Mendahara Tengah",1
"14496","IDN","Mendalan",1
"14497","IDN","Mendalok",1
"14498","IDN","Mendana Raya",1
"14499","IDN","Mendawai",1
"14500","IDN","Mendawai Seberang",1
"14501","IDN","Mendiro",1
"14502","IDN","Mendolo Kidul",1
"14503","IDN","Mendono",1
"14504","IDN","Mendoyo Dangin Tukad",1
"14505","IDN","Mendoyo Dauh Tukad",1
"14506","IDN","Mendui",1
"14507","IDN","Menduk",1
"14508","IDN","Menes",1
"14509","IDN","Menganti",3
"14510","IDN","Mengening",1
"14511","IDN","Menggala",1
"14512","IDN","Menggawa I",1
"14513","IDN","Menggawa II",1
"14514","IDN","Mengkait",1
"14515","IDN","Mengkalang",1
"14516","IDN","Mengkalang Jambu",1
"14517","IDN","Mengkapan",1
"14518","IDN","Mengkikip",1
"14519","IDN","Mengkirau",1
"14520","IDN","Mengkopot",1
"14521","IDN","Mengkowo",1
"14522","IDN","Mengkubang",1
"14523","IDN","Mengkuru",1
"14524","IDN","Mengori",1
"14525","IDN","Menguneng",1
"14526","IDN","Mengwitani",1
"14527","IDN","Menia",1
"14528","IDN","Meninting",1
"14529","IDN","Meniy",1
"14530","IDN","Menjangan",1
"14531","IDN","Menje",1
"14532","IDN","Menjelutung",1
"14533","IDN","Menne Ate",1
"14534","IDN","Menoro",1
"14535","IDN","Mensanak",1
"14536","IDN","Mensung",1
"14537","IDN","Mentaraman",1
"14538","IDN","Mentaras",1
"14539","IDN","Mentawak",1
"14540","IDN","Mentayan",1
"14541","IDN","Menteng",1
"14542","IDN","Menteng Atas",1
"14543","IDN","Mentibar",1
"14544","IDN","Mentigi",1
"14545","IDN","Mentiring I",1
"14546","IDN","Mentor",1
"14547","IDN","Mentoro",1
"14548","IDN","Mentosari",1
"14549","IDN","Mentoso",1
"14550","IDN","Mentuda",1
"14551","IDN","Menunasah Jeumpa",1
"14552","IDN","Menur",1
"14553","IDN","Menur Pumpungan",1
"14554","IDN","Menyali",1
"14555","IDN","Menyancang",1
"14556","IDN","Menyarik",1
"14557","IDN","Meoain",1
"14558","IDN","Meok",1
"14559","IDN","Meos Mangguandi",1
"14560","IDN","Meosbekwan",1
"14561","IDN","Meosmanggara",1
"14562","IDN","Mepa",1
"14563","IDN","Mepanga",1
"14564","IDN","Mepar",1
"14565","IDN","Merabuan",1
"14566","IDN","Merak Belantung",1
"14567","IDN","Merakehe",1
"14568","IDN","Meral Kota",1
"14569","IDN","Merancang Ilir",1
"14570","IDN","Merancang Ulu",1
"14571","IDN","Meranti Bunting",1
"14572","IDN","Meraran",1
"14573","IDN","Meras",1
"14574","IDN","Merawang",2
"14575","IDN","Merbau",2
"14576","IDN","Merbau II",1
"14577","IDN","Merbau Mataram",1
"14578","IDN","Merbaun",1
"14579","IDN","Merbo Jurong",1
"14580","IDN","Merbo Lama",1
"14581","IDN","Merbo Puntong",1
"14582","IDN","Merdeka",5
"14583","IDN","Merduati",1
"14584","IDN","Merejneg",1
"14585","IDN","Merembu",1
"14586","IDN","Mereruni",1
"14587","IDN","Mergawati",1
"14588","IDN","Mergayu",1
"14589","IDN","Merkawang",1
"14590","IDN","Mernek",1
"14591","IDN","Meronga Raya",1
"14592","IDN","Meror",1
"14593","IDN","Merpas",1
"14594","IDN","Merpati",1
"14595","IDN","Mersak",1
"14596","IDN","Mertajasah",1
"14597","IDN","Mertak",1
"14598","IDN","Mertapada Kulon",1
"14599","IDN","Mertapada Wetan",1
"14600","IDN","Mertasari",1
"14601","IDN","Mertasinga",2
"14602","IDN","Merubong",1
"14603","IDN","Meruya Utara",1
"14604","IDN","Mesalee",1
"14605","IDN","Mesanggok",1
"14606","IDN","Meselesek",1
"14607","IDN","Mesiang",1
"14608","IDN","Mesigit",1
"14609","IDN","Mesjid",9
"14610","IDN","Mesjid Aree",1
"14611","IDN","Mesjid Bambong",1
"14612","IDN","Mesjid Baro",3
"14613","IDN","Mesjid Bdh",1
"14614","IDN","Mesjid Beuah",1
"14615","IDN","Mesjid Beurabo",1
"14616","IDN","Mesjid Beureuleung",1
"14617","IDN","Mesjid Bluek",1
"14618","IDN","Mesjid Bungie",1
"14619","IDN","Mesjid Dijiem",1
"14620","IDN","Mesjid Geuleudieng",1
"14621","IDN","Mesjid Gigieng",1
"14622","IDN","Mesjid Gogo",1
"14623","IDN","Mesjid Guci Rumpong",1
"14624","IDN","Mesjid Ilot",1
"14625","IDN","Mesjid Jeurat Manyang",1
"14626","IDN","Mesjid Keumangan",1
"14627","IDN","Mesjid Lam Ujong",1
"14628","IDN","Mesjid Lama",1
"14629","IDN","Mesjid Memeuaneuk",1
"14630","IDN","Mesjid Meuraksa",1
"14631","IDN","Mesjid Peudaya",1
"14632","IDN","Mesjid Peudeuek Baroh",1
"14633","IDN","Mesjid Priyayi",1
"14634","IDN","Mesjid Punteut",1
"14635","IDN","Mesjid Reubee",1
"14636","IDN","Mesjid Runtoh",1
"14637","IDN","Mesjid S.Iyu",1
"14638","IDN","Mesjid Tanjong",1
"14639","IDN","Mesjid Tiba",1
"14640","IDN","Mesjid Trienggadeng",1
"14641","IDN","Mesjid Tuha",2
"14642","IDN","Mesjid Tungkop",1
"14643","IDN","Mesjid Tungue",1
"14644","IDN","Mesjid Ulga",1
"14645","IDN","Mesjid Ulim Baroh",1
"14646","IDN","Mesjid Ulim Tunong",1
"14647","IDN","Mesjid Usi",1
"14648","IDN","Mesjid Utue",1
"14649","IDN","Mesjid Yaman",1
"14650","IDN","Meskom",1
"14651","IDN","Messa",2
"14652","IDN","Metareum",1
"14653","IDN","Meteng",1
"14654","IDN","Metere",1
"14655","IDN","Meteseh",1
"14656","IDN","Meti",1
"14657","IDN","Metimber",1
"14658","IDN","Metina",1
"14659","IDN","Metro",1
"14660","IDN","Meucat",5
"14661","IDN","Meudang Ara",4
"14662","IDN","Meudang Ghon",1
"14663","IDN","Meudheun",1
"14664","IDN","Meue",1
"14665","IDN","Meugit Kayee Panyang",1
"14666","IDN","Meugit Sagoe",1
"14667","IDN","Meuke Beurabo",1
"14668","IDN","Meuke Gogo",1
"14669","IDN","Meukisi",1
"14670","IDN","Meuko Jurong",1
"14671","IDN","Meuko Meugit",1
"14672","IDN","Meulayu",1
"14673","IDN","Meuleuweuk",1
"14674","IDN","Meuliek",1
"14675","IDN","Meuligo",1
"14676","IDN","Meunafa",1
"14677","IDN","Meunasah",1
"14678","IDN","Meunasah Alue",3
"14679","IDN","Meunasah Alue Drien Lb",1
"14680","IDN","Meunasah Alue Ie Puteh",1
"14681","IDN","Meunasah Ara",2
"14682","IDN","Meunasah Aron",2
"14683","IDN","Meunasah Arongan Ab",1
"14684","IDN","Meunasah Asan",3
"14685","IDN","Meunasah Baet",1
"14686","IDN","Meunasah Bak Trieng",1
"14687","IDN","Meunasah Bak U",1
"14688","IDN","Meunasah Balee",2
"14689","IDN","Meunasah Balek",1
"14690","IDN","Meunasah Barat",1
"14691","IDN","Meunasah Baro",5
"14692","IDN","Meunasah Baroh",2
"14693","IDN","Meunasah Beunot",1
"14694","IDN","Meunasah Beutong",1
"14695","IDN","Meunasah Bie",1
"14696","IDN","Meunasah Blang",5
"14697","IDN","Meunasah Blang Ara",1
"14698","IDN","Meunasah Bueng",1
"14699","IDN","Meunasah Bujok",1
"14700","IDN","Meunasah Buloh",1
"14701","IDN","Meunasah Bungo",1
"14702","IDN","Meunasah Bungong",1
"14703","IDN","Meunasah Cot",1
"14704","IDN","Meunasah Cut",3
"14705","IDN","Meunasah Daboih",1
"14706","IDN","Meunasah Dayah",4
"14707","IDN","Meunasah Dayah Usen",1
"14708","IDN","Meunasah Deyah",1
"14709","IDN","Meunasah Drang",1
"14710","IDN","Meunasah Gantung",1
"14711","IDN","Meunasah Geudong",2
"14712","IDN","Meunasah Hagu",3
"14713","IDN","Meunasah Intan",1
"14714","IDN","Meunasah Jijiem",1
"14715","IDN","Meunasah Juerong",1
"14716","IDN","Meunasah Jurong",1
"14717","IDN","Meunasah Kandang",1
"14718","IDN","Meunasah Karieng",1
"14719","IDN","Meunasah Keude",1
"14720","IDN","Meunasah Keudee",1
"14721","IDN","Meunasah Keupula",1
"14722","IDN","Meunasah Keutapang",2
"14723","IDN","Meunasah Kota",1
"14724","IDN","Meunasah Krueng",6
"14725","IDN","Meunasah Krueng Kala",1
"14726","IDN","Meunasah Kulam",5
"14727","IDN","Meunasah Kumbang",3
"14728","IDN","Meunasah Kumpang",1
"14729","IDN","Meunasah Lambaro",1
"14730","IDN","Meunasah Lancok",1
"14731","IDN","Meunasah Leubok",1
"14732","IDN","Meunasah Lhee",1
"14733","IDN","Meunasah Lhok",3
"14734","IDN","Meunasah Lincah",1
"14735","IDN","Meunasah Lueng",2
"14736","IDN","Meunasah Mamplam",1
"14737","IDN","Meunasah Mancang",1
"14738","IDN","Meunasah Manyang",3
"14739","IDN","Meunasah Manyang Lamgarot",1
"14740","IDN","Meunasah Manyang Pagar Air",1
"14741","IDN","Meunasah Manyet",1
"14742","IDN","Meunasah Mee",2
"14743","IDN","Meunasah Merbo",1
"14744","IDN","Meunasah Mesjid",6
"14745","IDN","Meunasah Mesjid Lamlhom",1
"14746","IDN","Meunasah Mesjid Lampuuk",1
"14747","IDN","Meunasah Meucap",1
"14748","IDN","Meunasah Mon",1
"14749","IDN","Meunasah Nga",1
"14750","IDN","Meunasah Nibong",1
"14751","IDN","Meunasah Paku",1
"14752","IDN","Meunasah Pante",1
"14753","IDN","Meunasah Papeun",1
"14754","IDN","Meunasah Paya",1
"14755","IDN","Meunasah Pinto",1
"14756","IDN","Meunasah Pulo",2
"14757","IDN","Meunasah Pupu",1
"14758","IDN","Meunasah Puuk",2
"14759","IDN","Meunasah Rabo",1
"14760","IDN","Meunasah Raya",1
"14761","IDN","Meunasah Rayeuk",3
"14762","IDN","Meunasah Sagoe",3
"14763","IDN","Meunasah Sangget",1
"14764","IDN","Meunasah Sawang",1
"14765","IDN","Meunasah Seukee",1
"14766","IDN","Meunasah Siren",1
"14767","IDN","Meunasah Sukon",1
"14768","IDN","Meunasah Tambo",2
"14769","IDN","Meunasah Tengah",1
"14770","IDN","Meunasah Teungoh",6
"14771","IDN","Meunasah Tingkeum",1
"14772","IDN","Meunasah Tuha",1
"14773","IDN","Meunasah Tunong",1
"14774","IDN","Meunasah Tunong Lueng",1
"14775","IDN","Meunasah Tutong",3
"14776","IDN","Meunasah Ukee",1
"14777","IDN","Meunasah Weh",1
"14778","IDN","Meunjee Mesjid",1
"14779","IDN","Meunye Payong",1
"14780","IDN","Meunye Peut",1
"14781","IDN","Meura",1
"14782","IDN","Meurah",2
"14783","IDN","Meuraksa",2
"14784","IDN","Meurandeh",3
"14785","IDN","Meurandeh Aceh",1
"14786","IDN","Meurandeh Alue",1
"14787","IDN","Meurandeh Dayah",1
"14788","IDN","Meurandeh Paya",1
"14789","IDN","Meurandeh Tengah",1
"14790","IDN","Meureubo",1
"14791","IDN","Meuria",1
"14792","IDN","Meuria Aron",1
"14793","IDN","Meuria Bluek",1
"14794","IDN","Meuriya",1
"14795","IDN","Meuriya Tanjong",1
"14796","IDN","Meuse",1
"14797","IDN","Meusin",1
"14798","IDN","Meutara",1
"14799","IDN","Meyambanga",1
"14800","IDN","Meyambanga Timur",1
"14801","IDN","Meyano Bab",1
"14802","IDN","Meyano Das",1
"14803","IDN","Meyeruk",1
"14804","IDN","Meyes",1
"14805","IDN","Meyof I",1
"14806","IDN","Miaf",1
"14807","IDN","Miangas",1
"14808","IDN","Mibo",1
"14809","IDN","Mida",1
"14810","IDN","Midang",1
"14811","IDN","Mideun Geudong",1
"14812","IDN","Mideun Jok",1
"14813","IDN","Miga",1
"14814","IDN","Migiwia",1
"14815","IDN","Migori",1
"14816","IDN","Mikiran",1
"14817","IDN","Mikuasi",1
"14818","IDN","Milango",1
"14819","IDN","Milangodaa",2
"14820","IDN","Milangodaa Barat",1
"14821","IDN","Milangodaa Utara",1
"14822","IDN","Mimbaan",1
"14823","IDN","Mimbala",1
"14824","IDN","Mimika",1
"14825","IDN","Minaesa",1
"14826","IDN","Minahaki",1
"14827","IDN","Minakarya",1
"14828","IDN","Minaluli",1
"14829","IDN","Minamin",1
"14830","IDN","Minanga",5
"14831","IDN","Minanga Dua",1
"14832","IDN","Minanga Satu",1
"14833","IDN","Minanga Tiga",1
"14834","IDN","Minanga Timur",1
"14835","IDN","Minangae",1
"14836","IDN","Minangandala",1
"14837","IDN","Minasa Upa",2
"14838","IDN","Minasatene",1
"14839","IDN","Mindahan",1
"14840","IDN","Mindaka",1
"14841","IDN","Mini",1
"14842","IDN","Minohorejo",1
"14843","IDN","Mintaragen",1
"14844","IDN","Mintomulyo",1
"14845","IDN","Minton",1
"14846","IDN","Miosnum",1
"14847","IDN","Mira",1
"14848","IDN","Miran",1
"14849","IDN","Miran Gota",1
"14850","IDN","Miran Keledar",1
"14851","IDN","Miran Kilian Manaban",1
"14852","IDN","Miran Manaban",1
"14853","IDN","Miran Rumuar",1
"14854","IDN","Mirit",1
"14855","IDN","Miritpetikusan",1
"14856","IDN","Mironi",1
"14857","IDN","Miroto",1
"14858","IDN","Mirring",1
"14859","IDN","Miruek Lamreudeup",1
"14860","IDN","Miruek Taman",1
"14861","IDN","Miruk",1
"14862","IDN","Misabugoid",1
"14863","IDN","Misapmeysi",1
"14864","IDN","Mising",1
"14865","IDN","Miskum",1
"14866","IDN","Mislak",1
"14867","IDN","Missin",1
"14868","IDN","Miteum",1
"14869","IDN","Mitung",1
"14870","IDN","Miulu",1
"14871","IDN","Mkcm",1
"14872","IDN","Mlagen",1
"14873","IDN","Mlajah",1
"14874","IDN","Mlaka",1
"14875","IDN","Mlandingan Kulon",1
"14876","IDN","Mlandingan Wetan",1
"14877","IDN","Mlangi",1
"14878","IDN","Mlaswat",1
"14879","IDN","Mlaten",1
"14880","IDN","Mlatibaru",1
"14881","IDN","Mlatiharjo",1
"14882","IDN","Mlawat",1
"14883","IDN","Mliwang",1
"14884","IDN","Mlokorejo",1
"14885","IDN","Mnier",1
"14886","IDN","Mns Aki Neungoh",1
"14887","IDN","Mns Alue",1
"14888","IDN","Mns Baroh Cot",1
"14889","IDN","Mns Baroh Lancok",1
"14890","IDN","Mns Baroh Musa",1
"14891","IDN","Mns Beunot",1
"14892","IDN","Mns Beurandeh",1
"14893","IDN","Mns Blang",1
"14894","IDN","Mns Blang Baro",1
"14895","IDN","Mns Blang Glong",1
"14896","IDN","Mns Blang Iboih",1
"14897","IDN","Mns Blang Krueng",1
"14898","IDN","Mns Blang Sukon",1
"14899","IDN","Mns Cut Langien",1
"14900","IDN","Mns Cut Nyong",1
"14901","IDN","Mns Daboih",1
"14902","IDN","Mns Dayah",1
"14903","IDN","Mns Dayah Langien",1
"14904","IDN","Mns Dayah Nyong",1
"14905","IDN","Mns Gampong",1
"14906","IDN","Mns Glong",1
"14907","IDN","Mns Kayee Jatoe",1
"14908","IDN","Mns Kayee Raya",1
"14909","IDN","Mns Keh",1
"14910","IDN","Mns Krueng",1
"14911","IDN","Mns Lancang",1
"14912","IDN","Mns Langa",1
"14913","IDN","Mns Manyang",1
"14914","IDN","Mns Me",1
"14915","IDN","Mns Mee",1
"14916","IDN","Mns Mesjid",2
"14917","IDN","Mns Meucat",1
"14918","IDN","Mns Mulieng",1
"14919","IDN","Mns Paru Cot",1
"14920","IDN","Mns Paru Keude",1
"14921","IDN","Mns Peukan",1
"14922","IDN","Mns Pueb Lueng Nibong",1
"14923","IDN","Mns Pulo Pueb",1
"14924","IDN","Mns Pulo Rheng",1
"14925","IDN","Mns Rangkileh",1
"14926","IDN","Mns Sarah Panyang",1
"14927","IDN","Mns Tanjong",1
"14928","IDN","Mns Tanoh Mirah",1
"14929","IDN","Mns Teungoh",2
"14930","IDN","Mns Tualada",1
"14931","IDN","Mns Udeung",1
"14932","IDN","Mns Ujong Leubat",1
"14933","IDN","Mns. Reudeup",1
"14934","IDN","Moade",1
"14935","IDN","Moahino",1
"14936","IDN","Moahudu",1
"14937","IDN","Moain",1
"14938","IDN","Moasi",1
"14939","IDN","Moat",1
"14940","IDN","Moawo",2
"14941","IDN","Mocok",1
"14942","IDN","Modan Fisaura",1
"14943","IDN","Modang",1
"14944","IDN","Modapia",1
"14945","IDN","Modayag",1
"14946","IDN","Modayag III",1
"14947","IDN","Modayama",1
"14948","IDN","Modelomo",2
"14949","IDN","Modisi",1
"14950","IDN","Modo",2
"14951","IDN","Modosinal",1
"14952","IDN","Modu Waimaringu",1
"14953","IDN","Modung",1
"14954","IDN","Moengko",1
"14955","IDN","Moengko Baru",1
"14956","IDN","Mogae",1
"14957","IDN","Mogotemin",1
"14958","IDN","Mogotira",1
"14959","IDN","Mohili",1
"14960","IDN","Mohongsawang",1
"14961","IDN","Mohongsel",1
"14962","IDN","Mohoni",1
"14963","IDN","Mohonsawang",1
"14964","IDN","Mohungo",1
"14965","IDN","Moibaken",1
"14966","IDN","Moilong",1
"14967","IDN","Moiso",1
"14968","IDN","Mojo",4
"14969","IDN","Mojo Dungkol",1
"14970","IDN","Mojoagung",1
"14971","IDN","Mojoasem",1
"14972","IDN","Mojokerto",1
"14973","IDN","Mojolegi",1
"14974","IDN","Mojoluhur",1
"14975","IDN","Mojomulyo",1
"14976","IDN","Mojopanggung",1
"14977","IDN","Mojoparon",1
"14978","IDN","Mojopetung",1
"14979","IDN","Mojopuro Wetan",1
"14980","IDN","Mojorejo",1
"14981","IDN","Mojorembun",1
"14982","IDN","Mojosari",2
"14983","IDN","Mojowarno",1
"14984","IDN","Mokantarak",1
"14985","IDN","Mokdale",1
"14986","IDN","Mokmer",1
"14987","IDN","Moko",1
"14988","IDN","Mokoau",1
"14989","IDN","Mokobeau",1
"14990","IDN","Mokoditek",1
"14991","IDN","Mokoditek I",1
"14992","IDN","Mokonowu",1
"14993","IDN","Mokupa",1
"14994","IDN","Mokupo",1
"14995","IDN","Mokusato",1
"14996","IDN","Mola Bahari",1
"14997","IDN","Mola Selatan",1
"14998","IDN","Mola Utara",1
"14999","IDN","Molagina",1
"15000","IDN","Molamahu",3
"15001","IDN","Molangga",1
"15002","IDN","Molanihu",1
"15003","IDN","Molantadu",1
"15004","IDN","Molas",2
"15005","IDN","Molawe",1
"15006","IDN","Mole",1
"15007","IDN","Moleono",1
"15008","IDN","Molibagu",1
"15009","IDN","Molie",1
"15010","IDN","Molinese",1
"15011","IDN","Molingkapoto",1
"15012","IDN","Molingkapoto Selatan",1
"15013","IDN","Molino",2
"15014","IDN","Molinow",1
"15015","IDN","Molintogupo",1
"15016","IDN","Molobog",1
"15017","IDN","Molobog Barat",1
"15018","IDN","Moloku",1
"15019","IDN","Molombulahe",1
"15020","IDN","Molompar",1
"15021","IDN","Molompar Dua Selatan",1
"15022","IDN","Molompar Satu",1
"15023","IDN","Molompar Timur",1
"15024","IDN","Molompar Utara",1
"15025","IDN","Molona",1
"15026","IDN","Molonggota",1
"15027","IDN","Molopatodu",1
"15028","IDN","Molore",1
"15029","IDN","Molore Pantai",1
"15030","IDN","Molores",1
"15031","IDN","Molosipat",2
"15032","IDN","Molosipat U",1
"15033","IDN","Molosipat Utara",1
"15034","IDN","Molosipat W",1
"15035","IDN","Molotabu",1
"15036","IDN","Molowagu",1
"15037","IDN","Moluo",1
"15038","IDN","Momala",1
"15039","IDN","Momalia I",1
"15040","IDN","Momalia II",1
"15041","IDN","Momalia Tiga",1
"15042","IDN","Mombi",1
"15043","IDN","Mome",1
"15044","IDN","Mominit",1
"15045","IDN","Momo",1
"15046","IDN","Momoda",1
"15047","IDN","Momojiu",2
"15048","IDN","Momole",1
"15049","IDN","Momotan",1
"15050","IDN","Momuntu",1
"15051","IDN","Momunu",1
"15052","IDN","Mon Ara",1
"15053","IDN","Mon Cut",1
"15054","IDN","Mon Geudong",2
"15055","IDN","Mon Ikeun",1
"15056","IDN","Mon Jambe",1
"15057","IDN","Mon Jambee",1
"15058","IDN","Mon Jeureujak",1
"15059","IDN","Mon Keulayu",1
"15060","IDN","Mon Mameh",1
"15061","IDN","Mon Mane",1
"15062","IDN","Mon Mata",2
"15063","IDN","Mon Pasong",1
"15064","IDN","Monano",3
"15065","IDN","Monas",1
"15066","IDN","Moncek Barat",1
"15067","IDN","Moncek Tengah",1
"15068","IDN","Moncek Timur",1
"15069","IDN","Moncobalang",1
"15070","IDN","Moncongloe",1
"15071","IDN","Moncongloe Lappara",1
"15072","IDN","Moncrang",1
"15073","IDN","Mondatong",1
"15074","IDN","Mondatong Baru",1
"15075","IDN","Mondoe",1
"15076","IDN","Mondoe Jaya",1
"15077","IDN","Mondokan",1
"15078","IDN","Mondonun",1
"15079","IDN","Mondoteko",1
"15080","IDN","Mondowe",1
"15081","IDN","Mondrali",1
"15082","IDN","Mondrowe",1
"15083","IDN","Mondu",1
"15084","IDN","Mondu Lambi",1
"15085","IDN","Mone",1
"15086","IDN","Mongan Poula",1
"15087","IDN","Monggo",1
"15088","IDN","Monggol",1
"15089","IDN","Monggonao",1
"15090","IDN","Monggupo",1
"15091","IDN","Mongkoinit",1
"15092","IDN","Mongkoinit Barat",1
"15093","IDN","Mongolato",1
"15094","IDN","Moniara",1
"15095","IDN","Moning",1
"15096","IDN","Monjok",1
"15097","IDN","Monjok Barat",1
"15098","IDN","Monjok Timur",1
"15099","IDN","Monompia",1
"15100","IDN","Monro-Monro",1
"15101","IDN","Monsongan",1
"15102","IDN","Monta",1
"15103","IDN","Monta Baru",1
"15104","IDN","Montabaru",1
"15105","IDN","Montok",1
"15106","IDN","Montomisan",1
"15107","IDN","Montong Ajan",1
"15108","IDN","Montong Are",1
"15109","IDN","Montong Belae",1
"15110","IDN","Montong Beter",1
"15111","IDN","Montong Sapah",1
"15112","IDN","Montongsari",1
"15113","IDN","Montongtangi",1
"15114","IDN","Montop",1
"15115","IDN","Montor",2
"15116","IDN","Montorna",1
"15117","IDN","Moodu",1
"15118","IDN","Moodulio",1
"15119","IDN","Moolo",1
"15120","IDN","Moolo Indah",1
"15121","IDN","Moopiya",1
"15122","IDN","Moor",1
"15123","IDN","Mootawa",1
"15124","IDN","Mootayu",1
"15125","IDN","Mootilango",1
"15126","IDN","Mootinelo",2
"15127","IDN","Mopaano",1
"15128","IDN","Mopait",1
"15129","IDN","Mopu",1
"15130","IDN","Mopute",1
"15131","IDN","Mopuya",1
"15132","IDN","Moramam",1
"15133","IDN","Moramo",1
"15134","IDN","Morba",1
"15135","IDN","Morbatoh",1
"15136","IDN","Moreah",1
"15137","IDN","Moreah Satu",1
"15138","IDN","Moreala",1
"15139","IDN","Morekau",1
"15140","IDN","Morella",1
"15141","IDN","Morgo",1
"15142","IDN","Morikana",1
"15143","IDN","Morindino",1
