"","iso3","lvl2_typ","lvl2_nm","count"
"667","IDN","Municipality","Maros",47
"668","IDN","Municipality","Mempawah",50
"669","IDN","Municipality","Merauke",77
"670","IDN","Municipality","Mesuji",2
"671","IDN","Municipality","Mimika",38
"672","IDN","Municipality","Minahasa",96
"673","IDN","Municipality","Minahasa Selatan",103
"674","IDN","Municipality","Minahasa Tenggara",84
"675","IDN","Municipality","Minahasa Utara",112
"676","IDN","Municipality","Morowali",131
"677","IDN","Municipality","Morowali Utara",72
"678","IDN","Municipality","Mukomuko",109
"679","IDN","Municipality","Muna",179
"680","IDN","Municipality","Muna Barat",74
"681","IDN","Municipality","Musi Banyuasin",4
"682","IDN","Municipality","Nabire",57
"683","IDN","Municipality","Nagan Raya",53
"684","IDN","Municipality","Nagekeo",89
"685","IDN","Municipality","Natuna",76
"686","IDN","Municipality","Ngada",82
"687","IDN","Municipality","Nias",97
"688","IDN","Municipality","Nias Barat",73
"689","IDN","Municipality","Nias Selatan",356
"690","IDN","Municipality","Nias Utara",93
"691","IDN","Municipality","Nunukan",54
"692","IDN","Municipality","Ogan Komering Ilir",19
"693","IDN","Municipality","Pacitan",112
"694","IDN","Municipality","Padang Pariaman",72
"695","IDN","Municipality","Pamekasan",157
"696","IDN","Municipality","Pandeglang",168
"697","IDN","Municipality","Pangandaran",60
"698","IDN","Municipality","Pangkajene Dan Kepulauan",89
"699","IDN","Municipality","Parigi Moutong",279
"700","IDN","Municipality","Pasaman Barat",10
"701","IDN","Municipality","Paser",51
"702","IDN","Municipality","Pasuruan",165
"703","IDN","Municipality","Pati",177
"704","IDN","Municipality","Pegunungan Arfak",11
"705","IDN","Municipality","Pekalongan",76
"706","IDN","Municipality","Pelalawan",15
"707","IDN","Municipality","Pemalang",103
"708","IDN","Municipality","Penajam Paser Utara",33
"709","IDN","Municipality","Pesawaran",50
"710","IDN","Municipality","Pesisir Barat",125
"711","IDN","Municipality","Pesisir Selatan",145
"712","IDN","Municipality","Pidie",550
"713","IDN","Municipality","Pidie Jaya",227
"714","IDN","Municipality","Pinrang",65
"715","IDN","Municipality","Pohuwato",95
"716","IDN","Municipality","Polewali Mandar",115
"717","IDN","Municipality","Ponorogo",1
"718","IDN","Municipality","Poso",67
"719","IDN","Municipality","Probolinggo",232
"720","IDN","Municipality","Pulang Pisau",13
"721","IDN","Municipality","Pulau Morotai",88
"722","IDN","Municipality","Pulau Taliabu",76
"723","IDN","Municipality","Purworejo",179
"724","IDN","Municipality","Raja Ampat",119
"725","IDN","Municipality","Rembang",220
"726","IDN","Municipality","Rokan Hilir",66
"727","IDN","Municipality","Rote Ndao",89
"728","IDN","Municipality","Sabu Raijua",63
"729","IDN","Municipality","Sambas",89
"730","IDN","Municipality","Sampang",140
"731","IDN","Municipality","Sarmi",66
"732","IDN","Municipality","Seluma",133
"733","IDN","Municipality","Seram Bagian Barat",84
"734","IDN","Municipality","Seram Bagian Timur",197
"735","IDN","Municipality","Serang",142
"736","IDN","Municipality","Serdang Bedagai",84
"737","IDN","Municipality","Seruyan",10
"738","IDN","Municipality","Siak",27
"739","IDN","Municipality","Siau Tagulandang Biaro",92
"740","IDN","Municipality","Sidenreng Rappang",6
"741","IDN","Municipality","Sidoarjo",76
"742","IDN","Municipality","Sigi",29
"743","IDN","Municipality","Sikka",156
"744","IDN","Municipality","Simeulue",140
"745","IDN","Municipality","Sinjai",39
"746","IDN","Municipality","Situbondo",135
"747","IDN","Municipality","Soppeng",1
"748","IDN","Municipality","Sorong",87
"749","IDN","Municipality","Sorong Selatan",48
"750","IDN","Municipality","Subang",58
"751","IDN","Municipality","Sukabumi",87
"752","IDN","Municipality","Sukamara",9
"753","IDN","Municipality","Sumba Barat",42
"754","IDN","Municipality","Sumba Barat Daya",106
"755","IDN","Municipality","Sumba Tengah",30
"756","IDN","Municipality","Sumba Timur",101
"757","IDN","Municipality","Sumbawa",132
"758","IDN","Municipality","Sumbawa Barat",58
"759","IDN","Municipality","Sumenep",332
"760","IDN","Municipality","Supiori",38
"761","IDN","Municipality","Tabanan",71
"762","IDN","Municipality","Takalar",82
"763","IDN","Municipality","Tambrauw",29
"764","IDN","Municipality","Tana Tidung",30
"765","IDN","Municipality","Tanah Bumbu",100
"766","IDN","Municipality","Tanah Laut",75
"767","IDN","Municipality","Tangerang",120
"768","IDN","Municipality","Tanggamus",165
"769","IDN","Municipality","Tanjung Jabung Barat",34
"770","IDN","Municipality","Tanjung Jabung Timur",53
"771","IDN","Municipality","Tapanuli Selatan",2
"772","IDN","Municipality","Tapanuli Tengah",190
"773","IDN","Municipality","Tasikmalaya",40
"774","IDN","Municipality","Tegal",125
"775","IDN","Municipality","Teluk Bintuni",74
"776","IDN","Municipality","Teluk Wondama",72
"777","IDN","Municipality","Timor Tengah Selatan",92
"778","IDN","Municipality","Timor Tengah Utara",20
"779","IDN","Municipality","Tojo Una-Una",130
"780","IDN","Municipality","Toli-Toli",98
"781","IDN","Municipality","Trenggalek",50
"782","IDN","Municipality","Tuban",152
"783","IDN","Municipality","Tulangbawang",26
"784","IDN","Municipality","Tulungagung",59
"785","IDN","Municipality","Wajo",69
"786","IDN","Municipality","Wakatobi",98
"787","IDN","Municipality","Waropen",49
"788","IDN","Municipality","Wonogiri",15
"789","MOZ","District","Ancuabe",1
"790","MOZ","District","Angoche",4
"791","MOZ","District","Bilene",2
"792","MOZ","District","Boane",2
"793","MOZ","District","Buzi",2
"794","MOZ","District","Cheringoma",1
"795","MOZ","District","Chinde",3
"796","MOZ","District","Chiúre",1
"797","MOZ","District","Dondo",2
"798","MOZ","District","Erati",1
"799","MOZ","District","Govuro",1
"800","MOZ","District","Homoine",2
"801","MOZ","District","Inharrime",1
"802","MOZ","District","Inhassoro",1
"803","MOZ","District","Inhassunge",2
"804","MOZ","District","Jangamo",3
"805","MOZ","District","Machanga",2
"806","MOZ","District","Macomia",4
"807","MOZ","District","Maganja da Costa",3
"808","MOZ","District","Mandlakazi",2
"809","MOZ","District","Manhiça",1
"810","MOZ","District","Maputo",6
"811","MOZ","District","Marracuene",2
"812","MOZ","District","Marromeu",1
"813","MOZ","District","Massinga",2
"814","MOZ","District","Matutuíne",4
"815","MOZ","District","Mecufi",1
"816","MOZ","District","Memba",2
"817","MOZ","District","Mocimboa da Praia",2
"818","MOZ","District","Moma",2
"819","MOZ","District","Mongincual",3
"820","MOZ","District","Mopeia",1
"821","MOZ","District","Morrumbene",2
"822","MOZ","District","Mossuril",4
"823","MOZ","District","Muanza",1
"824","MOZ","District","Nacala Velha",2
"825","MOZ","District","Namacurra",1
"826","MOZ","District","Namapa",1
"827","MOZ","District","Nicoadala",3
"828","MOZ","District","Palma",3
"829","MOZ","District","Pebane",3
"830","MOZ","District","Pemba",3
"831","MOZ","District","Quissanga",2
"832","MOZ","District","Vilanculos",2
"833","MOZ","District","Xai-Xai",3
"834","MOZ","District","Zavala",2
"835","PHL","Municipality","Aborlan",19
"836","PHL","Municipality","Abra de Ilog",7
"837","PHL","Municipality","Abucay",9
"838","PHL","Municipality","Abulug",18
"839","PHL","Municipality","Abuyog",60
"840","PHL","Municipality","Adams",1
"841","PHL","Municipality","Agdangan",12
"842","PHL","Municipality","Agno",17
"843","PHL","Municipality","Agoncillo",19
"844","PHL","Municipality","Agoo",49
"845","PHL","Municipality","Agutaya",10
"846","PHL","Municipality","Ajuy",34
"847","PHL","Municipality","Akbar",9
"848","PHL","Municipality","Al-Barka",16
"849","PHL","Municipality","Alabat",19
"850","PHL","Municipality","Alabel",11
"851","PHL","Municipality","Alaminos City",37
"852","PHL","Municipality","Alangalang",11
"853","PHL","Municipality","Albuera",16
"854","PHL","Municipality","Albuquerque",11
"855","PHL","Municipality","Alcantara",21
"856","PHL","Municipality","Alcoy",8
"857","PHL","Municipality","Alegria",12
"858","PHL","Municipality","Alfonso Castaneda",1
"859","PHL","Municipality","Alicia",36
"860","PHL","Municipality","Alilem",1
"861","PHL","Municipality","Alimodian",1
"862","PHL","Municipality","Alitagtag",14
"863","PHL","Municipality","Allacapan",6
"864","PHL","Municipality","Allen",20
"865","PHL","Municipality","Almagro",23
"866","PHL","Municipality","Almeria",13
"867","PHL","Municipality","Aloguinsan",15
"868","PHL","Municipality","Aloran",36
"869","PHL","Municipality","Altavas",14
"870","PHL","Municipality","Alubijid",16
"871","PHL","Municipality","Amlan",8
"872","PHL","Municipality","Anahawan",14
"873","PHL","Municipality","Anda",34
"874","PHL","Municipality","Anilao",21
"875","PHL","Municipality","Anini-Y",23
"876","PHL","Municipality","Antequera",21
"877","PHL","Municipality","Apalit",2
"878","PHL","Municipality","Aparri",42
"879","PHL","Municipality","Araceli",13
"880","PHL","Municipality","Argao",45
"881","PHL","Municipality","Aringay",22
"882","PHL","Municipality","Aroroy",41
"883","PHL","Municipality","Arteche",20
"884","PHL","Municipality","Asturias",25
"885","PHL","Municipality","Atimonan",42
"886","PHL","Municipality","Aurora",42
"887","PHL","Municipality","Ayungon",21
"888","PHL","Municipality","Babatngon",25
"889","PHL","Municipality","Bacacay",56
"890","PHL","Municipality","Bacarra",43
"891","PHL","Municipality","Baclayon",17
"892","PHL","Municipality","Bacnotan",47
"893","PHL","Municipality","Baco",26
"894","PHL","Municipality","Bacolod",16
"895","PHL","Municipality","Bacolod City",59
"896","PHL","Municipality","Bacong",22
"897","PHL","Municipality","Bacoor",72
"898","PHL","Municipality","Bacuag",9
"899","PHL","Municipality","Bacungan",14
"900","PHL","Municipality","Badian",29
"901","PHL","Municipality","Badoc",30
"902","PHL","Municipality","Bagac",14
"903","PHL","Municipality","Bagamanoc",18
"904","PHL","Municipality","Baganga",15
"905","PHL","Municipality","Baggao",9
"906","PHL","Municipality","Bago City",18
"907","PHL","Municipality","Bais City",32
"908","PHL","Municipality","Balabac",20
"909","PHL","Municipality","Balabagan",27
"910","PHL","Municipality","Balagtas",9
"911","PHL","Municipality","Balamban",24
"912","PHL","Municipality","Balanga City",25
"913","PHL","Municipality","Balangiga",12
"914","PHL","Municipality","Balangkayan",15
"915","PHL","Municipality","Balaoan",36
"916","PHL","Municipality","Balasan",23
"917","PHL","Municipality","Balatan",17
"918","PHL","Municipality","Balayan",48
"919","PHL","Municipality","Baleno",24
"920","PHL","Municipality","Baler",13
"921","PHL","Municipality","Balete",9
"922","PHL","Municipality","Baliangao",15
"923","PHL","Municipality","Baliguian",14
"924","PHL","Municipality","Balilihan",6
"925","PHL","Municipality","Balingasag",29
"926","PHL","Municipality","Balingoan",9
"927","PHL","Municipality","Ballesteros",18
"928","PHL","Municipality","Baloi",11
"929","PHL","Municipality","Balud",32
"930","PHL","Municipality","Banate",18
"931","PHL","Municipality","Banaybanay",14
"932","PHL","Municipality","Banayoyo",14
"933","PHL","Municipality","Banga",30
"934","PHL","Municipality","Bangar",33
"935","PHL","Municipality","Bangui",15
"936","PHL","Municipality","Bani",26
"937","PHL","Municipality","Bansud",13
"938","PHL","Municipality","Bantay",34
"939","PHL","Municipality","Bantayan",25
"940","PHL","Municipality","Banton",17
"941","PHL","Municipality","Baras",29
"942","PHL","Municipality","Barbaza",39
"943","PHL","Municipality","Barcelona",25
"944","PHL","Municipality","Barili",42
"945","PHL","Municipality","Barira",8
"946","PHL","Municipality","Barobo",21
"947","PHL","Municipality","Barotac Nuevo",29
"948","PHL","Municipality","Barotac Viejo",26
"949","PHL","Municipality","Baroy",18
"950","PHL","Municipality","Barugo",37
"951","PHL","Municipality","Basay",10
"952","PHL","Municipality","Basco",6
"953","PHL","Municipality","Basey",50
"954","PHL","Municipality","Basilisa",27
"955","PHL","Municipality","Basud",27
"956","PHL","Municipality","Batac City",35
"957","PHL","Municipality","Batad",24
"958","PHL","Municipality","Batan",20
"959","PHL","Municipality","Batangas City",105
"960","PHL","Municipality","Bataraza",22
"961","PHL","Municipality","Bato",80
"962","PHL","Municipality","Bato Lake",2
"963","PHL","Municipality","Batuan",14
"964","PHL","Municipality","Bauan",40
"965","PHL","Municipality","Bauang",39
"966","PHL","Municipality","Baungon",2
"967","PHL","Municipality","Bayabas",7
"968","PHL","Municipality","Bayawan City",18
"969","PHL","Municipality","Baybay City",85
"970","PHL","Municipality","Bayog",1
"971","PHL","Municipality","Belison",11
"972","PHL","Municipality","Bien Unido",15
"973","PHL","Municipality","Bilar",7
"974","PHL","Municipality","Biliran",11
"975","PHL","Municipality","Binalbagan",14
"976","PHL","Municipality","Bindoy",22
"977","PHL","Municipality","Binmaley",33
"978","PHL","Municipality","Binuangan",8
"979","PHL","Municipality","Biri",8
"980","PHL","Municipality","Bislig City",24
"981","PHL","Municipality","Boac",60
"982","PHL","Municipality","Bobon",18
"983","PHL","Municipality","Bocaue",19
"984","PHL","Municipality","Bogo City",29
"985","PHL","Municipality","Bolinao",30
"986","PHL","Municipality","Boljoon",11
"987","PHL","Municipality","Bombon",8
"988","PHL","Municipality","Bongabong",33
"989","PHL","Municipality","Bongao",35
"990","PHL","Municipality","Bonifacio",23
"991","PHL","Municipality","Bontoc",40
"992","PHL","Municipality","Borbon",19
"993","PHL","Municipality","Borongan City",57
"994","PHL","Municipality","Boston",8
"995","PHL","Municipality","Botolan",20
"996","PHL","Municipality","Braulio E. Dujali",1
"997","PHL","Municipality","Brooke's Point",18
"998","PHL","Municipality","Buenavista",142
"999","PHL","Municipality","Bugallon",16
"1000","PHL","Municipality","Bugasong",27
"1001","PHL","Municipality","Buguey",30
"1002","PHL","Municipality","Buhi",8
"1003","PHL","Municipality","Buhi Lake",1
"1004","PHL","Municipality","Bula",26
"1005","PHL","Municipality","Bulacan",14
"1006","PHL","Municipality","Bulalacao",15
"1007","PHL","Municipality","Bulan",63
"1008","PHL","Municipality","Buldon",2
"1009","PHL","Municipality","Bulusan",24
"1010","PHL","Municipality","Bunawan",1
"1011","PHL","Municipality","Burauen",5
"1012","PHL","Municipality","Burdeos",14
"1013","PHL","Municipality","Burgos",55
"1014","PHL","Municipality","Buruanga",15
"1015","PHL","Municipality","Busuanga",13
"1016","PHL","Municipality","Butuan City",60
"1017","PHL","Municipality","Buug",27
"1018","PHL","Municipality","Caba",17
"1019","PHL","Municipality","Cabadbaran City",31
"1020","PHL","Municipality","Cabangan",22
"1021","PHL","Municipality","Cabucgayan",13
"1022","PHL","Municipality","Cabugao",33
"1023","PHL","Municipality","Cabusao",9
"1024","PHL","Municipality","Cadiz City",20
"1025","PHL","Municipality","Cagayan de Oro City",69
"1026","PHL","Municipality","Cagayancillo",12
"1027","PHL","Municipality","Cagdianao",14
"1028","PHL","Municipality","Cagwait",11
"1029","PHL","Municipality","Caibiran",17
"1030","PHL","Municipality","Cainta",2
"1031","PHL","Municipality","Cajidiocan",14
"1032","PHL","Municipality","Calabanga",48
"1033","PHL","Municipality","Calaca",38
"1034","PHL","Municipality","Calamba",17
"1035","PHL","Municipality","Calanasan",1
"1036","PHL","Municipality","Calanogas",10
"1037","PHL","Municipality","Calapan City",63
"1038","PHL","Municipality","Calape",33
"1039","PHL","Municipality","Calasiao",22
"1040","PHL","Municipality","Calatagan",25
"1041","PHL","Municipality","Calatrava",42
"1042","PHL","Municipality","Calauag",81
"1043","PHL","Municipality","Calayan",12
"1044","PHL","Municipality","Calbayog City",111
"1045","PHL","Municipality","Calbiga",36
"1046","PHL","Municipality","Calintaan",7
"1047","PHL","Municipality","Calubian",53
"1048","PHL","Municipality","Calumpit",20
"1049","PHL","Municipality","Caluya",18
"1050","PHL","Municipality","Camalaniugan",28
"1051","PHL","Municipality","Camalig",14
"1052","PHL","Municipality","Can-Avid",21
"1053","PHL","Municipality","Canaman",21
"1054","PHL","Municipality","Candelaria",25
"1055","PHL","Municipality","Candijay",21
"1056","PHL","Municipality","Candon City",42
"1057","PHL","Municipality","Canlaon City",2
"1058","PHL","Municipality","Cantilan",17
"1059","PHL","Municipality","Caoayan",17
"1060","PHL","Municipality","Capalonga",22
"1061","PHL","Municipality","Capoocan",21
"1062","PHL","Municipality","Capul",12
"1063","PHL","Municipality","Caraga",16
"1064","PHL","Municipality","Caramoan",49
"1065","PHL","Municipality","Caramoran",27
"1066","PHL","Municipality","Carcar",15
"1067","PHL","Municipality","Carigara",47
"1068","PHL","Municipality","Carles",33
"1069","PHL","Municipality","Carmen",52
"1070","PHL","Municipality","Carrascal",14
"1071","PHL","Municipality","Casiguran",49
"1072","PHL","Municipality","Castilla",34
"1073","PHL","Municipality","Castillejos",14
"1074","PHL","Municipality","Cataingan",36
"1075","PHL","Municipality","Catanauan",45
"1076","PHL","Municipality","Catarman",61
"1077","PHL","Municipality","Catbalogan City",56
"1078","PHL","Municipality","Cateel",16
"1079","PHL","Municipality","Catigbian",5
"1080","PHL","Municipality","Catmon",20
"1081","PHL","Municipality","Catubig",3
"1082","PHL","Municipality","Cauayan",24
"1083","PHL","Municipality","Cavite City",85
"1084","PHL","Municipality","Cawayan",37
"1085","PHL","Municipality","Cebu City",70
"1086","PHL","Municipality","Clarin",49
"1087","PHL","Municipality","Claver",14
"1088","PHL","Municipality","Claveria",75
"1089","PHL","Municipality","Compostela",17
"1090","PHL","Municipality","Concepcion",33
"1091","PHL","Municipality","Consolacion",21
"1092","PHL","Municipality","Corcuera",15
"1093","PHL","Municipality","Cordoba",13
"1094","PHL","Municipality","Corella",8
"1095","PHL","Municipality","Coron",23
"1096","PHL","Municipality","Cortes",26
"1097","PHL","Municipality","Cotabato City",33
"1098","PHL","Municipality","Culaba",17
"1099","PHL","Municipality","Culasi",44
"1100","PHL","Municipality","Culion",13
"1101","PHL","Municipality","Currimao",23
"1102","PHL","Municipality","Cuyo",18
"1103","PHL","Municipality","Daanbantayan",20
"1104","PHL","Municipality","Daet",25
"1105","PHL","Municipality","Dagami",9
"1106","PHL","Municipality","Dagupan City",31
"1107","PHL","Municipality","Dalaguete",33
"1108","PHL","Municipality","Danao",2
"1109","PHL","Municipality","Danao City",40
"1110","PHL","Municipality","Danao Lake",1
"1111","PHL","Municipality","Dapa",29
"1112","PHL","Municipality","Dapitan City",45
"1113","PHL","Municipality","Daraga",54
"1114","PHL","Municipality","Daram",58
"1115","PHL","Municipality","Dasol",18
"1116","PHL","Municipality","Datu Blah T. Sinsuat",12
"1117","PHL","Municipality","Datu Odin Sinsuat",18
"1118","PHL","Municipality","Dauin",23
"1119","PHL","Municipality","Dauis",12
"1120","PHL","Municipality","Davao City",124
"1121","PHL","Municipality","Del Carmen",20
"1122","PHL","Municipality","Del Gallego",32
"1123","PHL","Municipality","Digos City",24
"1124","PHL","Municipality","Dilasag",11
"1125","PHL","Municipality","Dimasalang",20
"1126","PHL","Municipality","Dimataling",24
"1127","PHL","Municipality","Dimiao",35
"1128","PHL","Municipality","Dinagat",12
"1129","PHL","Municipality","Dinalungan",9
"1130","PHL","Municipality","Dinalupihan",12
"1131","PHL","Municipality","Dinapigue",6
"1132","PHL","Municipality","Dinas",30
"1133","PHL","Municipality","Dingalan",11
"1134","PHL","Municipality","Dingle",11
"1135","PHL","Municipality","Dipaculao",25
"1136","PHL","Municipality","Diplahan",6
"1137","PHL","Municipality","Dipolog City",21
"1138","PHL","Municipality","Divilacan",12
"1139","PHL","Municipality","Dolores",34
"1140","PHL","Municipality","Don Marcelino",15
"1141","PHL","Municipality","Donsol",51
"1142","PHL","Municipality","Duero",21
"1143","PHL","Municipality","Dulag",45
"1144","PHL","Municipality","Dumaguete City",30
"1145","PHL","Municipality","Dumalinao",30
"1146","PHL","Municipality","Dumalneg",1
"1147","PHL","Municipality","Dumangas",45
"1148","PHL","Municipality","Dumanjug",37
"1149","PHL","Municipality","Dumaran",16
"1150","PHL","Municipality","El Nido",18
"1151","PHL","Municipality","El Salvador City",15
"1152","PHL","Municipality","Enrique B. Magalona",21
"1153","PHL","Municipality","Enrique Villanueva",14
"1154","PHL","Municipality","Escalante City",19
"1155","PHL","Municipality","Esperanza",20
"1156","PHL","Municipality","Estancia",25
"1157","PHL","Municipality","Ferrol",6
"1158","PHL","Municipality","Floridablanca",5
"1159","PHL","Municipality","Gabaldon",5
"1160","PHL","Municipality","Galimuyod",18
"1161","PHL","Municipality","Gamay",26
"1162","PHL","Municipality","Gandara",33
"1163","PHL","Municipality","Garchitorena",23
"1164","PHL","Municipality","Garcia Hernandez",28
"1165","PHL","Municipality","Gasan",25
"1166","PHL","Municipality","Gattaran",1
"1167","PHL","Municipality","General Emilio Aguinaldo",1
"1168","PHL","Municipality","General Luna",45
"1169","PHL","Municipality","General Macarthur",30
"1170","PHL","Municipality","General Nakar",16
"1171","PHL","Municipality","General Santos City",23
"1172","PHL","Municipality","General Tinio",1
"1173","PHL","Municipality","General Trias",25
"1174","PHL","Municipality","Gigaquit",13
"1175","PHL","Municipality","Gigmoto",9
"1176","PHL","Municipality","Ginatilan",14
"1177","PHL","Municipality","Gingoog City",77
"1178","PHL","Municipality","Giporlos",18
"1179","PHL","Municipality","Gitagum",11
"1180","PHL","Municipality","Glan",31
"1181","PHL","Municipality","Gloria",25
"1182","PHL","Municipality","Goa",31
"1183","PHL","Municipality","Godod",5
"1184","PHL","Municipality","Gonzaga",25
"1185","PHL","Municipality","Governor Generoso",20
"1186","PHL","Municipality","Guagua",10
"1187","PHL","Municipality","Gubat",42
"1188","PHL","Municipality","Guiguinto",11
"1189","PHL","Municipality","Guihulngan City",30
"1190","PHL","Municipality","Guimbal",33
"1191","PHL","Municipality","Guinayangan",54
"1192","PHL","Municipality","Guindulman",19
"1193","PHL","Municipality","Guinsiliban",7
"1194","PHL","Municipality","Guipos",9
"1195","PHL","Municipality","Guiuan",60
"1196","PHL","Municipality","Gumaca",59
"1197","PHL","Municipality","Gutalac",29
"1198","PHL","Municipality","Hadji Mohammad Ajul",11
"1199","PHL","Municipality","Hadji Panglima Tahil",5
"1200","PHL","Municipality","Hagonoy",42
"1201","PHL","Municipality","Hamtic",47
"1202","PHL","Municipality","Hermosa",20
"1203","PHL","Municipality","Hernani",13
"1204","PHL","Municipality","Hilongos",50
"1205","PHL","Municipality","Himamaylan City",19
"1206","PHL","Municipality","Hinabangan",14
"1207","PHL","Municipality","Hinatuan",24
"1208","PHL","Municipality","Hindang",19
"1209","PHL","Municipality","Hinigaran",23
"1210","PHL","Municipality","Hinoba-An",13
"1211","PHL","Municipality","Hinunangan",40
"1212","PHL","Municipality","Hinundayan",17
"1213","PHL","Municipality","Iba",14
"1214","PHL","Municipality","Ibaan",9
"1215","PHL","Municipality","Ibajay",35
"1216","PHL","Municipality","Igbaras",29
"1217","PHL","Municipality","Ilagan",4
"1218","PHL","Municipality","Iligan City",39
"1219","PHL","Municipality","Ilog",12
"1220","PHL","Municipality","Iloilo City",180
"1221","PHL","Municipality","Imelda",14
"1222","PHL","Municipality","Imus",97
"1223","PHL","Municipality","Inabanga",49
"1224","PHL","Municipality","Indanan",34
"1225","PHL","Municipality","Infanta",48
"1226","PHL","Municipality","Initao",16
"1227","PHL","Municipality","Inopacan",19
"1228","PHL","Municipality","Ipil",28
"1229","PHL","Municipality","Iriga City",8
"1230","PHL","Municipality","Irosin",21
"1231","PHL","Municipality","Isabel",24
"1232","PHL","Municipality","Isabela",1
"1233","PHL","Municipality","Isabela City",45
"1234","PHL","Municipality","Itbayat",5
"1235","PHL","Municipality","Ivana",4
"1236","PHL","Municipality","Ivisan",15
"1237","PHL","Municipality","Jabonga",15
"1238","PHL","Municipality","Jagna",33
"1239","PHL","Municipality","Jamindan",10
"1240","PHL","Municipality","Jaro",2
"1241","PHL","Municipality","Jasaan",15
"1242","PHL","Municipality","Javier",28
"1243","PHL","Municipality","Jetafe",24
"1244","PHL","Municipality","Jiabong",26
"1245","PHL","Municipality","Jimalalud",25
"1246","PHL","Municipality","Jimenez",24
"1247","PHL","Municipality","Jipapad",11
"1248","PHL","Municipality","Jolo",8
"1249","PHL","Municipality","Jomalig",5
"1250","PHL","Municipality","Jordan",14
"1251","PHL","Municipality","Jose Abad Santos",26
"1252","PHL","Municipality","Jose Dalman",14
"1253","PHL","Municipality","Jose Panganiban",27
"1254","PHL","Municipality","Jovellar",9
"1255","PHL","Municipality","Juban",25
"1256","PHL","Municipality","Julita",26
"1257","PHL","Municipality","Kabankalan City",17
"1258","PHL","Municipality","Kabasalan",25
"1259","PHL","Municipality","Kabuntalan",2
"1260","PHL","Municipality","Kalamansig",15
"1261","PHL","Municipality","Kalawit",6
"1262","PHL","Municipality","Kalayaan",1
"1263","PHL","Municipality","Kalibo",16
"1264","PHL","Municipality","Kalingalan Caluang",9
"1265","PHL","Municipality","Kalookan City",167
"1266","PHL","Municipality","Kananga",3
"1267","PHL","Municipality","Kapai",1
"1268","PHL","Municipality","Kapatagan",43
"1269","PHL","Municipality","Katipunan",22
"1270","PHL","Municipality","Kauswagan",13
"1271","PHL","Municipality","Kawayan",20
"1272","PHL","Municipality","Kawit",24
"1273","PHL","Municipality","Kiamba",19
"1274","PHL","Municipality","Kiblawan",3
"1275","PHL","Municipality","Kinoguitan",15
"1276","PHL","Municipality","Kitcharao",3
"1277","PHL","Municipality","Kolambugan",26
"1278","PHL","Municipality","Kumalarang",18
"1279","PHL","Municipality","La Carlota City",9
"1280","PHL","Municipality","La Castellana",1
"1281","PHL","Municipality","La Libertad",28
"1282","PHL","Municipality","La Paz",29
"1283","PHL","Municipality","Labangan",20
"1284","PHL","Municipality","Labason",20
"1285","PHL","Municipality","Labo",21
"1286","PHL","Municipality","Labrador",10
"1287","PHL","Municipality","Lagonglong",10
"1288","PHL","Municipality","Lagonoy",38
"1289","PHL","Municipality","Laguindingan",11
"1290","PHL","Municipality","Laguna lake",1
"1291","PHL","Municipality","Lake Sebu",1
"1292","PHL","Municipality","Lal-Lo",14
"1293","PHL","Municipality","Lala",26
"1294","PHL","Municipality","Lamitan City",44
"1295","PHL","Municipality","Langiden",1
"1296","PHL","Municipality","Languyan",20
"1297","PHL","Municipality","Lantawan",35
"1298","PHL","Municipality","Lanuza",13
"1299","PHL","Municipality","Laoag City",80
"1300","PHL","Municipality","Laoang",56
"1301","PHL","Municipality","Lapinig",15
"1302","PHL","Municipality","Lapu-Lapu City",30
"1303","PHL","Municipality","Lapuyan",26
"1304","PHL","Municipality","Larena",23
"1305","PHL","Municipality","Las Piñas",21
"1306","PHL","Municipality","Laua-An",40
"1307","PHL","Municipality","Lavezares",26
"1308","PHL","Municipality","Lawaan",16
"1309","PHL","Municipality","Lazi",18
"1310","PHL","Municipality","Lebak",22
"1311","PHL","Municipality","Leganes",18
"1312","PHL","Municipality","Legazpi City",69
"1313","PHL","Municipality","Lemery",47
"1314","PHL","Municipality","Leon",8
"1315","PHL","Municipality","Leyte",30
"1316","PHL","Municipality","Lezo",12
"1317","PHL","Municipality","Lian",19
"1318","PHL","Municipality","Lianga",13
"1319","PHL","Municipality","Libacao",1
"1320","PHL","Municipality","Libagon",14
"1321","PHL","Municipality","Libertad",28
"1322","PHL","Municipality","Libjo",16
"1323","PHL","Municipality","Libmanan",59
"1324","PHL","Municipality","Libon",29
"1325","PHL","Municipality","Libona",4
"1326","PHL","Municipality","Lidlidda",4
"1327","PHL","Municipality","Ligao City",6
"1328","PHL","Municipality","Lila",18
"1329","PHL","Municipality","Liloan",38
"1330","PHL","Municipality","Liloy",37
"1331","PHL","Municipality","Limasawa",6
"1332","PHL","Municipality","Limay",12
"1333","PHL","Municipality","Linamon",8
"1334","PHL","Municipality","Linapacan",10
"1335","PHL","Municipality","Lingayen",32
"1336","PHL","Municipality","Lingig",18
"1337","PHL","Municipality","Llorente",31
"1338","PHL","Municipality","Loay",24
"1339","PHL","Municipality","Lobo",26
"1340","PHL","Municipality","Loboc",28
"1341","PHL","Municipality","Looc",21
"1342","PHL","Municipality","Loon",67
"1343","PHL","Municipality","Lope de Vega",1
"1344","PHL","Municipality","Lopez",76
"1345","PHL","Municipality","Lopez Jaena",27
"1346","PHL","Municipality","Loreto",10
