"","iso3","lvl3_typ","lvl3_nm","count"
"182","BRA","District","Carmópolis",1
"183","BRA","District","Carnaubais",1
"184","BRA","District","Carutapera",1
"185","BRA","District","Casa Velha",1
"186","BRA","District","Cascavel",1
"187","BRA","District","Castelo Novo",1
"188","BRA","District","Catuana",1
"189","BRA","District","Catucaba",1
"190","BRA","District","Caucaia",1
"191","BRA","District","Cavaleiro",1
"192","BRA","District","Ceará-Mirim",1
"193","BRA","District","Cedral",1
"194","BRA","District","Central do Maranhão",1
"195","BRA","District","Centro",4
"196","BRA","District","Chaval",1
"197","BRA","District","Chaves",1
"198","BRA","District","Chuí",1
"199","BRA","District","Cidade de deus",1
"200","BRA","District","Cidade dos Funcionarios",1
"201","BRA","District","Cidreira",1
"202","BRA","District","Cinco Rios",1
"203","BRA","District","Cocau",1
"204","BRA","District","Coelho da Rocha",1
"205","BRA","District","Comandatuba",1
"206","BRA","District","Complexo do Alemao",1
"207","BRA","District","Conceição da Barra",1
"208","BRA","District","Conceicao de Jacarei",1
"209","BRA","District","Conde",2
"210","BRA","District","Conjunto Ceara",1
"211","BRA","District","Copacabana",1
"212","BRA","District","Coqueiro Seco",1
"213","BRA","District","Coqueiros",1
"214","BRA","District","Córrego do Ouro",1
"215","BRA","District","Coruripe",1
"216","BRA","District","Costa do Sol",1
"217","BRA","District","Coutos",1
"218","BRA","District","Cr-1",1
"219","BRA","District","Criciúma",1
"220","BRA","District","Cristinápolis",1
"221","BRA","District","Cruz",1
"222","BRA","District","Cubatão",1
"223","BRA","District","Cumuruxatiba",1
"224","BRA","District","Cunani",1
"225","BRA","District","Cunha",1
"226","BRA","District","Cunhambebe",1
"227","BRA","District","Cunhangi",1
"228","BRA","District","Curuçá",1
"229","BRA","District","Curumim",1
"230","BRA","District","Cururupu",2
"231","BRA","District","Dias d'Avila",1
"232","BRA","District","Dom Pedro de Alcântara",1
"233","BRA","District","Doutor Edgardo Pereira Velho",1
"234","BRA","District","Duque de Caxias",1
"235","BRA","District","Eldorado do Sul",1
"236","BRA","District","Emborai",1
"237","BRA","District","Enseada de Brito",1
"238","BRA","District","Espigao",1
"239","BRA","District","Estância",1
"240","BRA","District","Estância Velha",1
"241","BRA","District","Estandarte",1
"242","BRA","District","Estreito",1
"243","BRA","District","Eusébio",1
"244","BRA","District","Extremoz",1
"245","BRA","District","Feliz Deserto",2
"246","BRA","District","Fernandes Belo",1
"247","BRA","District","Fernando de Noronha",1
"248","BRA","District","Fleicheiras",1
"249","BRA","District","Florianopolis",2
"250","BRA","District","Fortim",1
"251","BRA","District","Frei Sebastiao",1
"252","BRA","District","Fundão",1
"253","BRA","District","Galeao",1
"254","BRA","District","Galinhos",1
"255","BRA","District","Gamboa",1
"256","BRA","District","Garcas",1
"257","BRA","District","Garopaba",1
"258","BRA","District","Garuva",1
"259","BRA","District","General Maynard",1
"260","BRA","District","Godofredo Viana",1
"261","BRA","District","Goianá",1
"262","BRA","District","Goianinha",1
"263","BRA","District","Governador Celso Ramos",1
"264","BRA","District","Gravatal",1
"265","BRA","District","Grossos",1
"266","BRA","District","Guai",1
"267","BRA","District","Guaíba",1
"268","BRA","District","Guaibim",1
"269","BRA","District","Guajiru",1
"270","BRA","District","Guamaré",1
"271","BRA","District","Guapimirim",1
"272","BRA","District","Guapira",1
"273","BRA","District","Guaporanga",1
"274","BRA","District","Guarapari",1
"275","BRA","District","Guaraqueçaba",1
"276","BRA","District","Guararu",1
"277","BRA","District","Guaratiba",1
"278","BRA","District","Guaratuba",1
"279","BRA","District","Guarujá",1
"280","BRA","District","Guia de Pacobaiba",1
"281","BRA","District","Guimarães",1
"282","BRA","District","Guriu",1
"283","BRA","District","Hercilio Luz",1
"284","BRA","District","Ibes",1
"285","BRA","District","Ibicuitaba",1
"286","BRA","District","Ibiratinga",1
"287","BRA","District","Icapuí",1
"288","BRA","District","Içara",1
"289","BRA","District","Icarai",1
"290","BRA","District","Icatu",1
"291","BRA","District","Iconha",1
"292","BRA","District","Igarassu",1
"293","BRA","District","Igrapiúna",1
"294","BRA","District","Iguaba Grande",1
"295","BRA","District","Iguape",1
"296","BRA","District","Ilha das Flores",1
"297","BRA","District","Ilha de Itamaraca",1
"298","BRA","District","Ilha de Paqueta",1
"299","BRA","District","Ilha do Governador",1
"300","BRA","District","Ilha dos Marinheiros",1
"301","BRA","District","Ilha Grande",1
"302","BRA","District","Ilhabela",1
"303","BRA","District","Ilhéus",1
"304","BRA","District","Imaruí",1
"305","BRA","District","Imbarie",1
"306","BRA","District","Imbé",1
"307","BRA","District","Imbituba",1
"308","BRA","District","Imboassica",1
"309","BRA","District","Indiaroba",1
"310","BRA","District","Ingleses do Rio Vermelho",1
"311","BRA","District","Inhaúma",1
"312","BRA","District","Inhomirim",1
"313","BRA","District","Inoa",1
"314","BRA","District","Ipiiba",1
"315","BRA","District","Iraja",1
"316","BRA","District","Itacaré",1
"317","BRA","District","Itacurussa",1
"318","BRA","District","Itaguaí",1
"319","BRA","District","Itaipava",1
"320","BRA","District","Itaipu",1
"321","BRA","District","Itajaí",1
"322","BRA","District","Itambi",1
"323","BRA","District","Itanagra",1
"324","BRA","District","Itanhaém",1
"325","BRA","District","Itaparica",1
"326","BRA","District","Itapeim",1
"327","BRA","District","Itapema",1
"328","BRA","District","Itapemirim",1
"329","BRA","District","Itapera",1
"330","BRA","District","Itapissuma",1
"331","BRA","District","Itapixuna",1
"332","BRA","District","Itapoá",2
"333","BRA","District","Itapocu",1
"334","BRA","District","Itaporanga d'Ajuda",1
"335","BRA","District","Itapua",1
"336","BRA","District","Itaquari",1
"337","BRA","District","Itaquitinga",1
"338","BRA","District","Itarema",1
"339","BRA","District","Itariri",1
"340","BRA","District","Itaunas",1
"341","BRA","District","Ituberá",1
"342","BRA","District","Jabaquara",1
"343","BRA","District","Jaboatao",1
"344","BRA","District","Jaboatão dos Guararapes",1
"345","BRA","District","Jacarecoara",1
"346","BRA","District","Jacauna",1
"347","BRA","District","Jacuecanga",1
"348","BRA","District","Jacuípe",1
"349","BRA","District","Jacum",1
"350","BRA","District","Jacupiranga",1
"351","BRA","District","Jacuruna",1
"352","BRA","District","Jagarepagua",1
"353","BRA","District","Jaguaripe",1
"354","BRA","District","Jaguaruna",1
"355","BRA","District","Japaratinga",1
"356","BRA","District","Japerica",1
"357","BRA","District","Japoatã",1
"358","BRA","District","Japu",1
"359","BRA","District","Jardim",1
"360","BRA","District","Jardim Redentor",1
"361","BRA","District","Jijoca de Jericoacoara",1
"362","BRA","District","Jiribatuba",1
"363","BRA","District","João de Castro",1
"364","BRA","District","João Pessoa",1
"365","BRA","District","Joinville",1
"366","BRA","District","Jucu",1
"367","BRA","District","Juerana",1
"368","BRA","District","Jurema",1
"369","BRA","District","Juritianha",1
"370","BRA","District","Lagoa",1
"371","BRA","District","Lagoa da Conceiço",1
"372","BRA","District","Lagoinha",1
"373","BRA","District","Laguna",1
"374","BRA","District","Lauro de Freitas",1
"375","BRA","District","Lidice",1
"376","BRA","District","Lote XV",1
"377","BRA","District","Lucena",1
"378","BRA","District","Luís Correia",1
"379","BRA","District","Luís Domingues",1
"380","BRA","District","Macabuzinho",1
"381","BRA","District","Macaé",1
"382","BRA","District","Macau",1
"383","BRA","District","Maceio",1
"384","BRA","District","Madre de deus",1
"385","BRA","District","Madureira",1
"386","BRA","District","Magalhães Barata",1
"387","BRA","District","Magé",1
"388","BRA","District","Magisterio",1
"389","BRA","District","Mambucaba",1
"390","BRA","District","Mangarai",1
"391","BRA","District","Mangaratiba",1
"392","BRA","District","Mangue Seco",1
"393","BRA","District","Manibu",1
"394","BRA","District","Maniva",1
"395","BRA","District","Manoel Ribeiro",1
"396","BRA","District","Maquiné",1
"397","BRA","District","Mar Grande",1
"398","BRA","District","Maracajá",1
"399","BRA","District","Maracanã",1
"400","BRA","District","Maragogi",1
"401","BRA","District","Maragogipe",1
"402","BRA","District","Marapanim",1
"403","BRA","District","Marataízes",1
"404","BRA","District","Maraú",1
"405","BRA","District","Marcação",1
"406","BRA","District","Mare",2
"407","BRA","District","Marechal deodoro",1
"408","BRA","District","Mares",1
"409","BRA","District","Maresias",1
"410","BRA","District","Maricá",1
"411","BRA","District","Maricoabo",1
"412","BRA","District","Marinheiros",1
"413","BRA","District","Mata",1
"414","BRA","District","Mata Fresca",1
"415","BRA","District","Mataraca",1
"416","BRA","District","Mataripe",1
"417","BRA","District","Matinhos",1
"418","BRA","District","Maxaranguape",1
"419","BRA","District","Meier",1
"420","BRA","District","Messejana",1
"421","BRA","District","Mirim",1
"422","BRA","District","Mogiquicaba",1
"423","BRA","District","Moitas",1
"424","BRA","District","Mondubim",1
"425","BRA","District","Mongaguá",1
"426","BRA","District","Monjolo",1
"427","BRA","District","Monte Alegre",1
"428","BRA","District","Monte Alegre do Mau",1
"429","BRA","District","Monte Gordo",1
"430","BRA","District","Monte Reconcavo",1
"431","BRA","District","Morretes",1
"432","BRA","District","Morro Alto",1
"433","BRA","District","Morro dos Leffas",1
"434","BRA","District","Morro Grande",1
"435","BRA","District","Morros",1
"436","BRA","District","Mossoró",1
"437","BRA","District","Mostardas",1
"438","BRA","District","Mucuri",1
"439","BRA","District","Mucuripe",1
"440","BRA","District","Mundau",1
"441","BRA","District","Muraja",1
"442","BRA","District","Muritiba",1
"443","BRA","District","Mussurepe",1
"444","BRA","District","N. 11",1
"445","BRA","District","N. 6",1
"446","BRA","District","Nage",1
"447","BRA","District","Natividade da Serra",1
"448","BRA","District","Navegantes",1
"449","BRA","District","Nazaré",1
"450","BRA","District","Neópolis",1
"451","BRA","District","Neves",1
"452","BRA","District","Nilo Peçanha",1
"453","BRA","District","Nísia Floresta",1
"454","BRA","District","Niterói",1
"455","BRA","District","Nossa Senhora do Livramento",1
"456","BRA","District","Nossa Senhora do O",1
"457","BRA","District","Nossa Senhora do Socorro",1
"458","BRA","District","Nova Almeida",1
"459","BRA","District","Nova Cruz",1
"460","BRA","District","Nova Guarita",1
"461","BRA","District","Nova Santa Rita",1
"462","BRA","District","Nova Tramandai",1
"463","BRA","District","Nova Viçosa",1
"464","BRA","District","Oiapoque",1
"465","BRA","District","Olivença",1
"466","BRA","District","Osório",1
"467","BRA","District","Ouricana",1
"468","BRA","District","Outeiro Redondo",1
"469","BRA","District","Pacatuba",1
"470","BRA","District","Pacheca",1
"471","BRA","District","Paço do Lumiar",1
"472","BRA","District","Palame",1
"473","BRA","District","Palhoça",1
"474","BRA","District","Palmares do Sul",1
"475","BRA","District","Pantano do Sul",1
"476","BRA","District","Paracuru",1
"477","BRA","District","Paraibuna",1
"478","BRA","District","Paraipaba",1
"479","BRA","District","Parajuru",1
"480","BRA","District","Paranabi",1
"481","BRA","District","Paranaguá",1
"482","BRA","District","Paranapiacaba",1
"483","BRA","District","Parangaba",1
"484","BRA","District","Parati",1
"485","BRA","District","Parati Mirim",1
"486","BRA","District","Paripe",1
"487","BRA","District","Paripueira",2
"488","BRA","District","Parnaíba",1
"489","BRA","District","Parnamirim",1
"490","BRA","District","Parque São José",1
"491","BRA","District","Passo da Areia",1
"492","BRA","District","Passo de Camaragibe",1
"493","BRA","District","Passo de Torres",1
"494","BRA","District","Passo Raso",1
"495","BRA","District","Patacas",1
"496","BRA","District","Paulino Neves",1
"497","BRA","District","Paulista",1
"498","BRA","District","Paulo Lopes",1
"499","BRA","District","Pavuna",1
"500","BRA","District","Pecem",1
"501","BRA","District","Pedra Branca do Araraquara",1
"502","BRA","District","Pedra Grande",1
"503","BRA","District","Pedras de Una",1
"504","BRA","District","Pendências",1
"505","BRA","District","Penedo",1
"506","BRA","District","Penha",3
"507","BRA","District","Periperi",1
"508","BRA","District","Peruíbe",1
"509","BRA","District","Pescaria Brava",1
"510","BRA","District","Pesquisar",4
"511","BRA","District","Piaçabuçu",1
"512","BRA","District","Piçarras",1
"513","BRA","District","Picinguaba",1
"514","BRA","District","Pilar",1
"515","BRA","District","Pindoretama",1
"516","BRA","District","Pipeiras",1
"517","BRA","District","Pirabeiraba",1
"518","BRA","District","Piraja",1
"519","BRA","District","Pirajuia",1
"520","BRA","District","Pirambu",1
"521","BRA","District","Pitimbu",1
"522","BRA","District","Piúma",1
"523","BRA","District","Plataforma",1
"524","BRA","District","Poco doce",1
"525","BRA","District","Ponta da Areia",1
"526","BRA","District","Ponta de Pedras",1
"527","BRA","District","Ponta de Ramos",1
"528","BRA","District","Pontal do Paraná",2
"529","BRA","District","Ponte dos Carvalhos",1
"530","BRA","District","Porto Alegre",1
"531","BRA","District","Porto Belo",1
"532","BRA","District","Porto Calvo",1
"533","BRA","District","Porto Colonia",1
"534","BRA","District","Porto das Caixas",1
"535","BRA","District","Porto de Cima",1
"536","BRA","District","Porto de Pedras",1
"537","BRA","District","Porto do Mangue",1
"538","BRA","District","Porto Novo",1
"539","BRA","District","Porto Rico do Maranhão",1
"540","BRA","District","Porto Seguro",1
"541","BRA","District","Portuaria",1
"542","BRA","District","Povo Novo",1
"543","BRA","District","Poxim",1
"544","BRA","District","Poxim do Sul",1
"545","BRA","District","Prado",1
"546","BRA","District","Prado Novo",1
"547","BRA","District","Praia de Aracatiba",1
"548","BRA","District","Praia de Carapebus",1
"549","BRA","District","Praia de Fagundes",1
"550","BRA","District","Praia Grande",1
"551","BRA","District","Presidente Kennedy",1
"552","BRA","District","Primavera",1
"553","BRA","District","Primeira Cruz",1
"554","BRA","District","Professor Souza",1
"555","BRA","District","Pureza",1
"556","BRA","District","Quarta Regiao",1
"557","BRA","District","Quatipuru",1
"558","BRA","District","Queimado",1
"559","BRA","District","Quinta",1
"560","BRA","District","Quinta Regiao",1
"561","BRA","District","Quintao",1
"562","BRA","District","Quissamã",1
"563","BRA","District","R.A. Leste",1
"564","BRA","District","R.A. Norte",1
"565","BRA","District","R.A. Oeste",1
"566","BRA","District","R.A. Sul",1
"567","BRA","District","Rainha do Mar",1
"568","BRA","District","Ramos",1
"569","BRA","District","Raposa",1
"570","BRA","District","Ratones",1
"571","BRA","District","Regencia",1
"572","BRA","District","Riacho",1
"573","BRA","District","Riacho Grande",1
"574","BRA","District","Ribeirao da Ilha",1
"575","BRA","District","Ribeirao Pequeno",1
"576","BRA","District","Rincao do Cristovao Pereira",1
"577","BRA","District","Rio Bonito",1
"578","BRA","District","Rio Comprido",1
"579","BRA","District","Rio d'Una",1
"580","BRA","District","Rio das Ostras",1
"581","BRA","District","Rio do Braco",1
"582","BRA","District","Rio do Fogo",1
"583","BRA","District","Rio dourado",1
"584","BRA","District","Rio Formoso",1
"585","BRA","District","Rio Grande",1
"586","BRA","District","Rio Muqui",1
"587","BRA","District","Rio Novo do Sul",1
"588","BRA","District","Rio Tinto",1
"589","BRA","District","Rocinha",1
"590","BRA","District","Rodagem",1
"591","BRA","District","Rosário",1
"592","BRA","District","Roteiro",1
"593","BRA","District","Rpa 3",2
"594","BRA","District","Rpa 4",1
"595","BRA","District","Rpa 5",1
"596","BRA","District","Sabiaguaba",1
"597","BRA","District","Sai",1
"598","BRA","District","Salesópolis",1
"599","BRA","District","Salinas da Margarida",1
"600","BRA","District","Salinópolis",1
"601","BRA","District","Salvador",1
"602","BRA","District","Sampaio Correia",1
"603","BRA","District","Sanga da Toca",1
"604","BRA","District","Sangão",1
"605","BRA","District","Santa Cruz",2
"606","BRA","District","Santa Cruz Cabrália",1
"607","BRA","District","Santa Luzia",2
"608","BRA","District","Santa Luzia do Itanhy",1
"609","BRA","District","Santa Luzia do Norte",1
"610","BRA","District","Santa Rita",1
"611","BRA","District","Santa Rita do Sul",1
"612","BRA","District","Santa Rosa",1
"613","BRA","District","Santa Rosa do Sul",1
"614","BRA","District","Santa Teresa",1
"615","BRA","District","Santa Vitória do Palmar",1
"616","BRA","District","Santarém Novo",1
"617","BRA","District","Santiago do Iguape",1
"618","BRA","District","Santo Agostinho",1
"619","BRA","District","Santo Amaro",1
"620","BRA","District","Santo Amaro da Imperatriz",1
"621","BRA","District","Santo Amaro das Brotas",1
"622","BRA","District","Santo Amaro de Campos",1
"623","BRA","District","Santo Amaro do Maranhão",1
"624","BRA","District","Santo Antônio",1
"625","BRA","District","Santo Antônio de Lisboa",1
"626","BRA","District","Santo Antonio do Potengi",1
"627","BRA","District","Santos",1
"628","BRA","District","São Bento do Norte",1
"629","BRA","District","São Caetano",1
"630","BRA","District","São Caetano de Odivelas",1
"631","BRA","District","São Cristóvão",3
"632","BRA","District","São Félix",1
"633","BRA","District","São Francisco da Praia",1
"634","BRA","District","São Francisco de Itabapoana",1
"635","BRA","District","São Francisco do Conde",1
"636","BRA","District","São Francisco do Sul",1
"637","BRA","District","São Gonçalo",1
"638","BRA","District","São Gonçalo do Amarante",1
"639","BRA","District","São João da Barra",1
"640","BRA","District","São João da Ponta",1
"641","BRA","District","São João de Cortes",1
"642","BRA","District","São João de Meriti",1
"643","BRA","District","São João de Pirabas",1
"644","BRA","District","São João do Itaperiú",1
"645","BRA","District","São João do Rio Vermelho",1
"646","BRA","District","São João do Sul",1
"647","BRA","District","São João Marcos",1
"648","BRA","District","São José",1
"649","BRA","District","São José da Coroa Grande",1
"650","BRA","District","São José de Mipibu",1
"651","BRA","District","São José de Ribamar",1
"652","BRA","District","São José do Norte",1
"653","BRA","District","São Lourenço do Sul",1
"654","BRA","District","São Luis",1
"655","BRA","District","São Luís do Quitunde",1
"656","BRA","District","São Mateus",1
"657","BRA","District","São Miguel de Touros",1
"658","BRA","District","São Miguel dos Campos",1
"659","BRA","District","São Miguel dos Milagres",1
"660","BRA","District","São Pedro da Aldeia",1
"661","BRA","District","São Roberto",1
"662","BRA","District","São Roque do Paraguacu",1
"663","BRA","District","São Sebastião",1
"664","BRA","District","São Sebastião de Vicosa",1
"665","BRA","District","São Simão",1
"666","BRA","District","São Torquato",1
"667","BRA","District","São Vicente",1
"668","BRA","District","Saquarema",1
"669","BRA","District","Saubara",1
"670","BRA","District","Saue",1
"671","BRA","District","Segunda Regiao",1
"672","BRA","District","Sem Nome",1
"673","BRA","District","Senador Georgino Avelino",1
"674","BRA","District","Seropédica",1
"675","BRA","District","Serra",1
"676","BRA","District","Serra do Mel",1
"677","BRA","District","Serra Grande",1
"678","BRA","District","Serra Negra",1
"679","BRA","District","Serrano do Maranhão",1
"680","BRA","District","Sete Pontes",1
"681","BRA","District","Setima Regiao",1
"682","BRA","District","Sexta Regiao",1
"683","BRA","District","Simões Filho",1
"684","BRA","District","Sirinhaém",1
"685","BRA","District","Siupe",1
"686","BRA","District","Solemar",1
"687","BRA","District","Sombrio",1
"688","BRA","District","Sorocaba do Sul",1
"689","BRA","District","Soure",1
"690","BRA","District","Subauma",1
"691","BRA","District","Sucatinga",1
"692","BRA","District","Sucuriju",1
"693","BRA","District","Surui",1
"694","BRA","District","Taiba",1
"695","BRA","District","Taim",2
"696","BRA","District","Tamandaré",1
"697","BRA","District","Tamoios",1
"698","BRA","District","Tanguá",1
"699","BRA","District","Tapera",2
"700","BRA","District","Taperoá",1
"701","BRA","District","Tapes",1
"702","BRA","District","Tapuia",1
"703","BRA","District","Tarituba",1
"704","BRA","District","Tatuamunha",1
"705","BRA","District","Tavares",1
"706","BRA","District","Tejucopapo",1
"707","BRA","District","Terceira Regiao",1
"708","BRA","District","Terra de Areia",2
"709","BRA","District","Tibau",1
"710","BRA","District","Tibau do Sul",1
"711","BRA","District","Tijoca",1
"712","BRA","District","Tijuca",1
"713","BRA","District","Tijucas",1
"714","BRA","District","Torres",1
"715","BRA","District","Touros",1
"716","BRA","District","Tracuateua",1
"717","BRA","District","Trairi",1
"718","BRA","District","Tramandaí",1
"719","BRA","District","Trancoso",1
"720","BRA","District","Três Cachoeiras",1
"721","BRA","District","Tres Ladeiras",1
"722","BRA","District","Tubarão",1
"723","BRA","District","Tunel Verde",1
"724","BRA","District","Turiaçu",1
"725","BRA","District","Turuçu",1
"726","BRA","District","Tutoia",1
"727","BRA","District","Ubatuba",1
"728","BRA","District","Ubs",1
"729","BRA","District","Una",1
"730","BRA","District","Valença",1
"731","BRA","District","Valeria",1
"732","BRA","District","Velha Boipeba",1
"733","BRA","District","Vera Cruz",1
"734","BRA","District","Viana",1
"735","BRA","District","Vicente de Carvalho",1
"736","BRA","District","Viçosa",1
"737","BRA","District","Vila Conceicao",1
"738","BRA","District","Vila Fernando Ferrari",1
"739","BRA","District","Vila Flor",1
"740","BRA","District","Vila Isabel",1
"741","BRA","District","Vila Muriqui",2
"742","BRA","District","Vila Nova",1
"743","BRA","District","Vila Velha",2
"744","BRA","District","Viseu",1
"745","BRA","District","Vitoria",2
"746","BRA","District","Xerem",1
"747","BRA","District",NA,2
"748","HND","Village","Agua Caliente",2
"749","HND","Village","Agua Chiquita",1
"750","HND","Village","Ahuas",1
"751","HND","Village","Arenalosa",1
"752","HND","Village","Armenia Bonito",1
"753","HND","Village","Atenas de San Cristóbal o Km. Diez y Siete",1
"754","HND","Village","Aurata",1
"755","HND","Village","Bajamar",1
"756","HND","Village","Balfate",1
"757","HND","Village","Bambu",1
"758","HND","Village","Baracoa",1
"759","HND","Village","Barbas Cheles",1
"760","HND","Village","Barra de Caratasca",1
"761","HND","Village","Barra de Chamelecón",1
